ID,LIMIT_BAL,GENDER,EDUCATION,MARRIAGE,AGE,PAY_HISTORY,BILL_AMT,PAY_AMT,default
901,330000,FEMALE,2,1,47,-1,1494.833333,1630.333333,0
902,50000,MALE,1,2,26,2,1078.166667,669.5,1
903,50000,MALE,1,2,24,-1,1797,2114.333333,0
904,20000,FEMALE,1,1,38,-1,3334.166667,3013.333333,0
905,290000,FEMALE,1,1,47,-1,7809.833333,6374,0
906,160000,FEMALE,2,2,34,-1,12924.5,12805.33333,0
907,200000,MALE,1,2,27,-1,5489.5,6346.666667,0
908,500000,FEMALE,2,2,48,-1,47829.33333,45585.83333,0
909,130000,MALE,2,1,40,-1,390,390,0
910,30000,FEMALE,2,1,40,2,29686.16667,1050,1
911,50000,MALE,2,1,36,-1,491.5,387,0
912,200000,MALE,2,2,32,-1,9992.666667,12394.33333,0
913,50000,MALE,2,2,25,3,1050,0,1
914,200000,FEMALE,2,1,61,-1,1080.666667,1182.666667,0
915,160000,MALE,2,2,28,-1,1352.333333,226,0
916,200000,FEMALE,2,1,36,-1,1537.666667,1121,0
917,230000,FEMALE,2,2,28,-1,307.6666667,2833.333333,0
918,60000,MALE,1,2,31,2,58376.33333,9503.333333,1
919,150000,FEMALE,3,1,52,-1,1014.666667,1271.5,0
920,430000,FEMALE,1,1,43,-1,7657.833333,5724.5,0
921,200000,FEMALE,2,1,60,-1,431.8333333,431.8333333,0
922,180000,MALE,1,2,28,-1,5879,6049,0
923,20000,MALE,2,2,22,2,21339.16667,1166.666667,1
924,80000,FEMALE,2,1,56,-1,584.5,1459.833333,0
925,300000,MALE,3,1,31,-1,1312.333333,1051.833333,0
926,500000,FEMALE,1,1,41,-1,12568.5,12455.16667,0
927,240000,MALE,3,1,40,2,217029.3333,6250,1
928,200000,MALE,2,2,29,2,179093.5,6516.666667,1
929,260000,FEMALE,1,2,36,-1,9931,7459,0
930,80000,FEMALE,1,2,24,-1,1462.833333,13939.33333,0
931,120000,MALE,1,2,33,-1,291,291,0
932,380000,MALE,2,1,31,-1,9001.833333,9470,0
933,30000,FEMALE,3,1,44,2,20786,1076.666667,1
934,80000,FEMALE,3,1,41,2,59832.5,2030,1
935,30000,FEMALE,2,1,46,2,29918.16667,1196.666667,1
936,410000,MALE,1,1,33,-1,2661,2120.333333,0
937,500000,MALE,2,1,58,-1,6900.666667,7679.333333,0
938,270000,FEMALE,3,2,30,-1,1943.166667,1943.166667,0
939,120000,FEMALE,1,2,31,-1,3662.5,4596.333333,0
940,240000,MALE,1,2,34,-1,13626.16667,15057.33333,0
941,240000,FEMALE,2,1,32,-1,761.8333333,963.1666667,0
942,180000,MALE,2,1,37,-1,12200.16667,12871.33333,0
943,220000,MALE,1,2,29,2,92154.16667,2716.666667,1
944,50000,FEMALE,2,1,29,-1,15407.16667,10799.66667,0
945,170000,MALE,1,1,45,-1,445,385,0
946,50000,FEMALE,2,2,25,-1,2409.833333,5263.166667,0
947,560000,MALE,1,1,47,-1,54943.16667,57463.83333,0
948,200000,MALE,1,1,46,2,79459,10833.33333,1
949,160000,MALE,2,2,34,2,76765.66667,2500,1
950,390000,MALE,1,2,47,-1,647.1666667,647.1666667,0
951,30000,FEMALE,3,1,46,2,23947.83333,1000,1
952,30000,FEMALE,3,1,50,2,28052,1671.5,1
953,20000,FEMALE,2,1,44,3,16170.16667,130,1
954,190000,FEMALE,3,1,41,-1,2413.666667,2743.5,0
955,480000,FEMALE,1,2,57,-1,23415.33333,18775.16667,0
956,70000,FEMALE,1,2,26,2,31102.33333,2033.333333,1
957,100000,FEMALE,1,2,24,-1,739.5,242.3333333,0
958,210000,MALE,1,1,42,-1,4753.666667,4982.833333,0
959,220000,FEMALE,2,1,43,-1,551.1666667,1222.166667,0
960,60000,FEMALE,1,2,24,3,42637.33333,2116.666667,1
961,190000,FEMALE,1,1,31,-1,4523,6620.666667,0
962,80000,FEMALE,2,2,42,2,78161,3587.5,1
963,180000,MALE,1,1,35,2,137312,4500,1
964,360000,MALE,1,1,58,-1,15696,15168,0
965,240000,MALE,2,2,30,-1,11289.16667,3126.833333,0
966,200000,FEMALE,1,1,38,-1,4949.833333,665.8333333,0
967,200000,MALE,2,2,36,-1,11214.16667,12495.66667,0
968,260000,MALE,1,2,29,-1,3986.833333,3727.333333,0
969,200000,FEMALE,5,1,36,-1,2413.333333,2393.666667,0
970,60000,FEMALE,1,1,43,2,49137.66667,2017.666667,1
971,120000,MALE,2,2,32,2,64034.33333,2500,1
972,180000,FEMALE,2,2,29,-1,5518.5,6017.833333,0
973,280000,FEMALE,1,2,29,-1,13368.5,13069,0
974,260000,FEMALE,1,2,35,-1,4029.166667,4157.666667,0
975,360000,FEMALE,1,2,35,-1,232,2379.333333,0
976,50000,FEMALE,1,2,23,-1,8879.166667,6434.5,0
977,230000,FEMALE,3,2,48,-1,9198.666667,9683.166667,0
978,280000,FEMALE,1,2,27,-1,7467.666667,1404,0
979,450000,FEMALE,1,2,45,-1,798.8333333,1648,0
980,230000,MALE,1,1,38,-1,1262.166667,1059,0
981,300000,MALE,2,1,31,-1,13618,13855.16667,0
982,170000,MALE,1,2,30,-1,601.5,339.5,0
983,240000,FEMALE,2,1,40,-1,326,326,0
984,520000,MALE,1,1,55,-1,11472.33333,11940.83333,0
985,210000,FEMALE,1,2,29,-1,5640.333333,961,0
986,320000,FEMALE,1,1,33,-1,454.5,454.5,0
987,180000,MALE,3,2,29,-1,5454,7245.166667,0
988,100000,MALE,2,1,44,2,62689,2516.666667,1
989,200000,FEMALE,1,2,40,-1,4105.166667,4393.833333,0
990,200000,FEMALE,1,1,40,-1,8190,5500.5,0
991,140000,MALE,1,2,35,-1,1100.333333,1205.166667,0
992,460000,MALE,2,1,61,-1,1766.5,2086.833333,0
993,200000,FEMALE,2,1,42,-1,440.3333333,386,0
994,350000,FEMALE,1,2,44,2,330984.5,12866.66667,1
995,50000,FEMALE,2,1,34,-1,3651.333333,3200.666667,0
996,150000,MALE,2,1,37,2,82537.16667,2683.333333,1
997,140000,FEMALE,2,2,31,2,129642,5116.666667,1
998,390000,FEMALE,1,2,37,-1,15333,13638.66667,0
999,260000,FEMALE,1,2,36,-1,523.6666667,76.66666667,0
1000,310000,MALE,2,2,27,-1,61228,35999.83333,0
1001,140000,FEMALE,2,2,24,-2,102514.6667,4016.5,1
1002,20000,MALE,2,1,31,-1,1266.166667,1004.833333,0
1003,60000,FEMALE,1,2,25,3,40287.66667,1566.666667,1
1004,180000,MALE,1,1,38,2,50535.16667,2183.333333,1
1005,100000,FEMALE,2,2,30,2,100073,3290.833333,1
1006,380000,MALE,1,2,27,-1,1391,1070.166667,0
1007,230000,FEMALE,3,1,54,-1,1218.333333,1353.833333,0
1008,70000,FEMALE,3,1,27,2,30897.5,1772.5,1
1010,90000,FEMALE,3,1,68,-1,12548.16667,12852.33333,0
1011,210000,MALE,1,1,37,-1,1439.666667,1385.5,0
1012,150000,MALE,1,1,47,-1,1872.833333,1273.666667,0
1013,300000,FEMALE,1,1,42,-1,3475.833333,3741.333333,0
1014,500000,MALE,1,1,57,-1,16008.83333,15317.83333,0
1015,370000,FEMALE,1,2,28,-1,5689,13608.5,0
1016,30000,MALE,3,1,53,-1,10032.66667,10885.66667,0
1017,140000,MALE,1,2,32,-1,6855,3945.166667,0
1018,30000,FEMALE,2,1,56,2,27952.16667,1533.333333,1
1019,140000,FEMALE,2,1,37,-1,432.8333333,776,0
1020,50000,FEMALE,2,1,37,-1,2327.166667,1405.833333,0
1021,320000,FEMALE,2,1,47,-1,26048.66667,22999,0
1022,200000,FEMALE,2,1,52,2,524,393.6666667,1
1023,20000,MALE,2,2,24,3,17982,1126.166667,1
1024,150000,FEMALE,2,2,28,-1,6401.5,12301.5,0
1025,360000,FEMALE,3,1,31,-1,11570.83333,7451.666667,0
1026,100000,FEMALE,1,2,38,2,40378.16667,1916.666667,1
1027,150000,FEMALE,1,1,44,2,18049.5,5737.833333,1
1028,340000,FEMALE,1,2,35,-1,2133.5,2642.333333,0
1029,430000,MALE,1,1,40,-1,78970.66667,80522,0
1030,230000,MALE,2,2,46,-1,669.6666667,732.3333333,0
1031,90000,FEMALE,2,2,23,2,84310.66667,2650,1
1032,200000,MALE,2,2,44,-1,1985.833333,3024,0
1033,240000,FEMALE,2,2,42,-1,31093,31634.83333,0
1034,360000,MALE,2,1,30,-2,1666.666667,0,1
1035,580000,MALE,1,2,31,-1,2986.5,2865.666667,0
1036,20000,FEMALE,1,3,51,-1,1250.5,637.1666667,0
1037,500000,MALE,2,1,34,-1,4117,2813.333333,0
1038,170000,FEMALE,1,1,40,-1,853.3333333,777.5,0
1039,230000,MALE,1,2,27,-1,2137.833333,1767.833333,0
1040,30000,FEMALE,2,2,27,2,16403.66667,900,1
1041,130000,FEMALE,3,2,25,-1,483.6666667,507.1666667,0
1042,30000,FEMALE,3,1,31,2,24826.66667,1050,1
1043,80000,FEMALE,1,2,32,-1,1790.166667,4690.166667,0
1044,30000,FEMALE,3,1,41,2,28498.83333,1356,1
1045,230000,FEMALE,1,1,36,-1,1460,1177,0
1046,200000,FEMALE,1,2,29,-1,4480.666667,3612.666667,0
1047,280000,FEMALE,2,2,31,-1,935.1666667,1828.5,0
1048,30000,MALE,2,2,28,-1,8509.5,6401.666667,0
1049,80000,FEMALE,2,1,37,-1,1991.166667,1151.833333,0
1050,360000,FEMALE,2,1,38,-1,1667,2012.166667,0
1051,360000,MALE,3,2,34,-1,1929.5,1494,0
1052,20000,MALE,1,2,39,2,13147.66667,1166.666667,1
1053,310000,FEMALE,2,1,42,-1,31523.33333,30329,0
1054,50000,FEMALE,1,1,34,-1,10828.83333,10862.33333,0
1055,500000,FEMALE,1,2,30,-1,4201.5,1165.666667,0
1056,60000,FEMALE,1,2,32,-1,9259.666667,12524,0
1057,120000,MALE,2,1,60,2,29014.66667,1341.666667,1
1058,380000,FEMALE,3,2,31,-1,10920,13329.5,0
1059,300000,FEMALE,2,1,33,-1,284.6666667,63.66666667,0
1060,80000,FEMALE,2,1,45,-1,390,390,0
1061,320000,MALE,2,1,45,-1,3007.166667,2795.666667,0
1062,310000,MALE,1,2,36,-1,19160.66667,7640.833333,0
1063,180000,FEMALE,3,2,27,-1,1484.166667,1311.666667,0
1064,270000,MALE,1,2,28,2,234259,5850,1
1065,70000,MALE,1,2,36,2,51680.5,2166.666667,1
1066,210000,MALE,2,1,54,-1,836.6666667,956.5,0
1067,110000,MALE,2,2,47,2,57357.83333,2916.666667,1
1068,350000,MALE,1,2,35,-1,1572.333333,1047.5,0
1069,280000,FEMALE,1,1,51,-1,8061.5,6230.5,0
1070,120000,FEMALE,1,2,26,-1,1195.5,713.3333333,0
1071,300000,MALE,1,1,58,2,163708.8333,6250,1
1072,70000,FEMALE,1,2,28,2,63393.5,2395.333333,1
1073,30000,MALE,2,2,30,2,21775.5,841.1666667,1
1074,260000,FEMALE,1,2,36,2,1546.833333,658.3333333,1
1075,170000,FEMALE,2,1,36,2,17267,1083.333333,1
1076,50000,MALE,2,2,26,-1,242.5,339.5,0
1077,140000,FEMALE,1,2,26,-1,2614.5,1579.833333,0
1078,160000,FEMALE,2,1,35,-1,407,345,0
1079,340000,MALE,1,1,38,-1,6736.5,7559,0
1080,230000,FEMALE,2,1,28,-1,778.5,1846.833333,0
1081,160000,MALE,2,1,57,-1,478.1666667,381.1666667,0
1082,150000,MALE,2,1,39,-1,10903.33333,9231.833333,0
1083,200000,MALE,3,2,36,-2,7635,6785.666667,1
1084,180000,MALE,2,1,46,-1,415,372.5,0
1085,140000,FEMALE,2,1,58,2,73368.83333,2450,1
1086,80000,FEMALE,2,2,25,-1,73.66666667,257.3333333,0
1087,230000,FEMALE,2,1,43,-1,4409.666667,4645,0
1088,50000,FEMALE,3,2,41,2,25399.66667,1141.333333,1
1089,280000,FEMALE,1,1,37,-1,702.5,752.1666667,0
1090,390000,FEMALE,2,2,28,-1,1932.833333,2063.666667,0
1091,340000,FEMALE,1,1,46,-1,28650.83333,36475.5,0
1092,410000,MALE,3,2,38,-1,3131.833333,2339.166667,0
1093,50000,FEMALE,3,1,53,-1,4469.833333,4628.833333,0
1094,30000,FEMALE,2,1,52,2,20754.5,1083.333333,1
1095,200000,MALE,1,1,48,-1,4388.333333,3689.166667,0
1096,20000,FEMALE,2,1,42,2,19816.5,858.3333333,1
1097,220000,MALE,2,1,40,-1,5326.666667,6125.333333,0
1098,220000,MALE,1,2,31,-1,5531.666667,4908,0
1099,130000,MALE,1,2,28,-2,36132.33333,0,1
1100,30000,FEMALE,1,2,24,-1,4887.166667,4811,0
1101,200000,MALE,1,1,49,2,2500,0,1
1102,20000,FEMALE,2,1,22,2,20390,858.6666667,1
1103,300000,FEMALE,2,2,36,-1,17541.66667,17860.5,0
1104,470000,FEMALE,1,2,39,-1,3292.5,3489.166667,0
1105,50000,FEMALE,2,2,31,2,32481.5,1466.666667,1
1106,100000,FEMALE,2,1,33,-1,3481.666667,2572.666667,0
1107,270000,MALE,2,1,53,2,219471.6667,7250,1
1108,20000,MALE,2,1,31,-1,287.8333333,421.3333333,0
1109,140000,MALE,2,1,29,2,75444.5,2977.166667,1
1110,150000,FEMALE,2,2,34,-1,2204.666667,3571.333333,0
1111,90000,FEMALE,2,1,36,-1,-124.3333333,721.6666667,0
1112,220000,FEMALE,1,2,35,-1,5532.833333,5249,0
1113,300000,FEMALE,1,2,25,3,308482.5,3333.333333,1
1114,200000,MALE,2,2,30,-1,346.6666667,416,0
1115,220000,FEMALE,3,1,47,-1,70488.16667,72120.5,0
1116,80000,FEMALE,2,2,24,2,25908.5,1516.666667,1
1117,50000,FEMALE,2,2,24,7,2400,0,1
1118,80000,FEMALE,3,1,44,-1,9831.833333,10315.33333,0
1119,210000,FEMALE,2,1,40,-1,3618,1675.5,0
1120,60000,FEMALE,2,1,29,2,50517.83333,1920,1
1121,230000,FEMALE,2,2,36,-1,3279.5,3296.833333,0
1122,170000,FEMALE,1,1,35,-1,1113.833333,1386.166667,0
1123,140000,FEMALE,1,1,48,-1,2262.5,1372,0
1124,80000,FEMALE,1,2,29,-1,2571.666667,2734.166667,0
1125,50000,MALE,2,2,36,2,34512.66667,1500,1
1126,180000,FEMALE,2,1,35,-1,538.3333333,227.3333333,0
1127,20000,FEMALE,2,1,50,2,21338.33333,165.6666667,1
1128,330000,MALE,3,2,48,-1,2102.166667,2135.5,0
1129,320000,FEMALE,2,2,33,-1,6121.833333,3584.333333,0
1130,160000,MALE,3,1,46,-1,914.3333333,762.6666667,0
1131,60000,FEMALE,2,2,24,2,29016.66667,1166.666667,1
1132,50000,FEMALE,2,2,23,2,33744.16667,1633.333333,1
1133,270000,FEMALE,3,1,30,-1,1982.166667,7263.833333,0
1134,200000,FEMALE,1,1,34,-1,6616,7158.166667,0
1135,490000,MALE,1,1,43,-1,42379.16667,42320,0
1136,330000,FEMALE,1,1,36,-1,308.8333333,273.6666667,0
1137,360000,MALE,1,2,27,-1,1252.5,985,0
1138,350000,FEMALE,2,1,46,-1,13426.83333,11260.16667,0
1139,270000,FEMALE,1,2,36,-1,5778.833333,5362.666667,0
1140,70000,MALE,2,2,41,2,40116.5,2666.666667,1
1141,240000,MALE,2,1,39,-1,4724.166667,4092.166667,0
1142,130000,FEMALE,2,2,24,-2,1078.166667,1618.5,1
1143,360000,MALE,1,1,43,-1,14495.5,11428.66667,0
1144,420000,MALE,1,1,36,-1,1683,1609.666667,0
1145,50000,MALE,3,1,65,2,12631.83333,750,1
1146,20000,MALE,1,2,24,2,5448.666667,1206.166667,1
1147,360000,FEMALE,1,2,28,-1,6004.833333,2397.833333,0
1148,160000,FEMALE,1,1,39,-2,159.5,130.1666667,1
1149,200000,MALE,2,2,29,4,2500,0,1
1150,200000,FEMALE,1,2,35,-1,1726,1959.666667,0
1151,340000,FEMALE,1,2,33,-1,3957.166667,4233,0
1152,30000,FEMALE,2,2,28,-1,1883.333333,2791,0
1153,260000,FEMALE,2,1,41,-1,2359.333333,1910.333333,0
1154,240000,MALE,1,1,39,-1,2688,2688,0
1155,70000,FEMALE,2,1,32,6,36731.16667,2500,1
1156,50000,MALE,2,2,29,2,41781,1766.666667,1
1157,500000,MALE,1,1,46,-1,10727.5,9381,0
1158,190000,MALE,1,2,36,2,159136.1667,5350,1
1159,180000,FEMALE,2,2,25,-1,1243.5,932.6666667,0
1160,240000,MALE,1,2,40,-1,9007.166667,13444.83333,0
1161,150000,FEMALE,1,1,34,-1,15560.16667,13973.16667,0
1162,500000,FEMALE,1,2,33,-1,213.6666667,213.6666667,0
1163,10000,MALE,2,1,43,2,10037.83333,641.6666667,1
1164,120000,FEMALE,2,2,37,-1,3613.5,3674.5,0
1165,280000,FEMALE,1,1,29,-1,12401.83333,23009,0
1166,230000,MALE,2,1,30,-1,4328.333333,3461.666667,0
1167,50000,MALE,2,1,53,-1,493,493,0
1168,360000,MALE,2,1,38,-1,746,771,0
1169,170000,FEMALE,2,2,33,-1,161.3333333,297.6666667,0
1170,120000,FEMALE,1,2,37,2,842,444,1
1171,90000,FEMALE,3,1,39,-1,4655.166667,4243,0
1172,40000,FEMALE,1,2,27,-1,116.1666667,116.1666667,0
1173,50000,FEMALE,3,2,23,2,46065.66667,1882.5,1
1174,100000,MALE,1,2,29,2,77772.66667,3100,1
1175,200000,FEMALE,1,2,36,-1,566.8333333,569.8333333,0
1176,20000,MALE,2,1,39,2,20508.66667,836.8333333,1
1177,480000,MALE,1,1,58,-2,44422,74079.16667,1
1178,160000,MALE,2,1,50,-1,649.8333333,672,0
1179,300000,FEMALE,2,1,31,-1,3966.166667,5193.333333,0
1180,360000,MALE,2,1,44,-1,919.5,1062,0
1181,130000,FEMALE,3,1,45,-1,2283.833333,3822.5,0
1182,190000,FEMALE,1,1,30,-1,10739.33333,12750,0
1183,350000,FEMALE,1,1,55,-1,3320.833333,3201.5,0
1184,200000,FEMALE,3,1,36,-1,2031.666667,2164.166667,0
1185,200000,FEMALE,1,1,36,-1,3282.666667,3584,0
1186,430000,FEMALE,1,2,30,-1,42708.33333,39944,0
1187,220000,MALE,2,1,32,-1,2436,2483.666667,0
1188,120000,MALE,1,2,27,-1,905,905,0
1189,180000,MALE,1,2,31,7,2400,0,0
1190,260000,FEMALE,3,1,41,-1,578.6666667,390.5,0
1191,160000,FEMALE,1,1,34,-1,1727.333333,3298.666667,0
1192,360000,FEMALE,1,2,26,-1,15524,17155.16667,0
1193,230000,FEMALE,3,1,44,-1,18364.16667,12065.66667,0
1194,140000,MALE,1,1,45,2,68367.16667,3083.333333,1
1195,30000,FEMALE,2,2,23,2,16099.5,558.3333333,1
1196,360000,FEMALE,2,1,51,-1,310,440,0
1197,50000,FEMALE,1,2,24,-1,1155.5,1217.5,0
1198,160000,MALE,2,2,37,-1,177.3333333,315.5,0
1199,310000,FEMALE,1,2,27,-1,1490.666667,3571.833333,0
1200,30000,FEMALE,1,2,27,-1,6966.333333,7317,0
1201,180000,FEMALE,2,2,34,-1,187.1666667,284,0
1202,300000,FEMALE,2,2,36,-1,495.8333333,440.5,0
1203,260000,FEMALE,2,2,35,-1,189,194.5,0
1204,150000,FEMALE,3,1,52,-1,1198.166667,1206.5,0
1205,170000,FEMALE,1,2,31,-1,453.8333333,529.8333333,0
1206,60000,MALE,2,1,29,2,42627.5,1491.333333,1
1207,40000,MALE,2,2,26,2,6660.666667,534.6666667,1
1208,380000,FEMALE,1,2,32,-1,31577.5,26074.66667,0
1209,240000,MALE,1,2,35,-1,17026,15188.16667,0
1210,250000,MALE,2,1,29,-1,1375.666667,1443,0
1211,450000,MALE,1,1,34,-2,305.8333333,308.8333333,1
1212,50000,FEMALE,2,1,32,-1,310.3333333,316,0
1213,220000,MALE,1,1,50,-1,4359,4029.166667,0
1214,20000,FEMALE,1,2,25,3,10602.16667,833.3333333,1
1215,570000,MALE,1,2,29,-1,3937.666667,18071,0
1216,280000,MALE,1,2,27,-1,2668.333333,6238.333333,0
1217,170000,FEMALE,2,1,33,-1,752.1666667,1592.5,0
1218,270000,FEMALE,2,2,53,-1,3106.166667,12576,0
1219,140000,FEMALE,1,1,45,-1,341,341,0
1220,230000,MALE,2,2,27,-1,421,421,0
1221,20000,MALE,2,1,41,-1,2322.5,722.8333333,0
1222,360000,FEMALE,2,2,25,-1,3174,3026,0
1223,30000,MALE,1,1,47,8,2400,0,1
1224,310000,MALE,2,1,42,-2,2895.833333,3553.166667,1
1225,270000,MALE,1,2,29,-1,9943.333333,8499.666667,0
1226,450000,MALE,1,1,46,-1,1135,1135,0
1227,380000,MALE,1,2,32,-1,12293.66667,19456.33333,0
1228,150000,FEMALE,3,2,34,-1,895,862.5,0
1229,310000,FEMALE,2,1,34,-1,4388.333333,4524.166667,0
1230,400000,FEMALE,1,2,26,-1,3332.5,5297.333333,0
1231,100000,MALE,2,2,29,2,96663.83333,5087.333333,1
1232,100000,FEMALE,2,2,24,-1,1507.666667,1855.5,0
1233,80000,FEMALE,2,2,22,-1,992.1666667,1051,0
1234,230000,FEMALE,3,1,48,-1,7610.5,7612.166667,0
1235,260000,FEMALE,1,2,39,-1,739.3333333,448,0
1236,80000,FEMALE,2,1,26,2,28941.5,1300,1
1237,160000,MALE,1,1,41,-1,154464.6667,32438.5,0
1238,160000,FEMALE,3,1,41,-1,1093.666667,747.6666667,0
1239,500000,FEMALE,2,2,43,-1,147987.3333,119071.5,0
1240,220000,FEMALE,1,1,41,2,231508.6667,1000,1
1241,220000,FEMALE,1,2,29,-1,15000,43467.83333,0
1242,70000,MALE,2,1,37,2,46206.66667,1916.666667,1
1243,140000,FEMALE,2,2,29,-1,1063.666667,1087.833333,0
1244,200000,FEMALE,2,1,40,-1,6218.666667,5020.166667,0
1245,30000,FEMALE,2,2,23,2,29705.5,833.3333333,1
1246,430000,FEMALE,1,1,34,-1,7076.333333,7230.166667,0
1247,200000,MALE,1,1,40,-1,7909.5,7161,0
1248,420000,FEMALE,1,1,45,-1,4354.666667,3898.666667,0
1249,450000,FEMALE,1,1,35,-1,8081.333333,9653.5,0
1250,220000,FEMALE,2,1,41,-1,3581.666667,2469.333333,0
1251,120000,MALE,1,2,31,-1,1329.666667,999.6666667,0
1252,360000,FEMALE,2,1,51,-1,7032.5,4106.666667,0
1253,80000,FEMALE,3,1,52,2,39561.5,1683.333333,1
1254,140000,FEMALE,1,2,25,-1,1567.333333,1563.5,0
1255,30000,MALE,3,1,41,2,5537.333333,369.1666667,1
1256,180000,FEMALE,2,1,26,-1,151483.1667,81835.5,0
1257,100000,MALE,2,1,24,2,14209.83333,683.3333333,1
1258,400000,FEMALE,1,1,32,-1,3344,4400,0
1259,450000,MALE,1,1,33,-1,489.8333333,555.1666667,0
1260,150000,MALE,1,2,55,-1,1985.333333,14383.16667,0
1261,250000,FEMALE,1,2,40,-1,6046.333333,5538.833333,0
1262,200000,MALE,2,1,46,-1,948,1181.833333,0
1263,200000,MALE,2,1,33,-1,5031.166667,5261,0
1264,10000,MALE,2,2,29,2,8099,809.8333333,1
1265,150000,MALE,3,2,29,2,54015.66667,1854.5,1
1266,480000,FEMALE,2,1,37,-1,5117.5,4429,0
1267,180000,MALE,2,2,30,-1,10676,10856,0
1268,250000,FEMALE,1,1,43,-1,4010.333333,3207.833333,0
1269,200000,MALE,1,2,29,-1,12163.83333,14429.33333,0
1270,30000,FEMALE,2,1,34,3,1853.5,601.5,1
1271,240000,FEMALE,1,1,36,-1,6865.166667,5633,0
1272,160000,MALE,2,1,49,-1,435,507.5,0
1273,260000,FEMALE,1,2,31,-1,5510.666667,6406,0
1274,150000,MALE,2,1,35,2,147101.6667,5700,1
1275,200000,FEMALE,1,1,58,-1,892.8333333,1026.166667,0
1276,270000,MALE,1,1,41,-1,1633.5,1676,0
1277,360000,FEMALE,1,2,31,-1,2348.833333,2340.333333,0
1278,200000,MALE,1,1,34,2,175817.3333,5750,1
1279,520000,MALE,1,2,39,-1,19802.5,18906.83333,0
1280,50000,MALE,3,1,36,3,22002.66667,875,1
1281,170000,FEMALE,1,1,44,-1,14675,12956.83333,0
1282,280000,FEMALE,2,1,50,-1,21085.5,20118.33333,0
1283,130000,MALE,2,1,53,-1,390,325,0
1284,340000,FEMALE,2,1,42,-1,14302.83333,19680.16667,0
1285,210000,MALE,1,2,28,-1,1101.833333,796.5,0
1286,120000,FEMALE,2,2,43,-1,12837.66667,13127.33333,0
1287,70000,FEMALE,1,2,34,2,46707.16667,2000,1
1288,80000,FEMALE,3,2,27,-1,3603,3200.5,0
1289,30000,FEMALE,1,2,29,-1,1187.5,1188.166667,0
1290,50000,FEMALE,1,2,27,2,48042,1950,1
1291,240000,FEMALE,2,1,45,-1,330,396,0
1292,180000,FEMALE,1,2,31,2,98299,17250,1
1293,230000,FEMALE,1,1,35,-1,13150,13038.16667,0
1294,130000,FEMALE,1,1,37,2,44791.33333,2033.333333,1
1295,140000,MALE,3,1,45,2,82118.66667,3333.333333,1
1296,110000,MALE,1,1,32,2,99649.83333,4393.333333,1
1297,380000,MALE,1,1,46,2,91750.33333,2933.333333,1
1298,200000,MALE,3,1,29,-1,16432.5,17514.5,0
1299,80000,FEMALE,3,1,53,-1,610,415,0
1300,200000,FEMALE,1,1,35,-1,23707.66667,10258.33333,0
1301,600000,FEMALE,3,1,46,-1,19336.33333,17250,0
1302,80000,FEMALE,2,1,34,2,48130.66667,1616.666667,1
1303,220000,MALE,2,1,41,-1,4456.333333,4281.166667,0
1304,440000,MALE,1,2,33,3,1219.333333,679.5,1
1305,160000,MALE,1,2,30,-1,5926.166667,5281.166667,0
1306,30000,MALE,2,2,25,2,22750,1300,1
1307,100000,MALE,2,1,35,-1,466.1666667,291,0
1308,350000,FEMALE,2,3,44,-1,55949.66667,50926.66667,0
1309,460000,MALE,1,1,39,5,2495,0,1
1310,280000,FEMALE,1,2,29,-1,1035.166667,962.1666667,0
1311,230000,FEMALE,3,1,40,-1,8115.5,8341.666667,0
1312,20000,MALE,2,1,48,2,16827.5,750,1
1313,360000,FEMALE,2,2,46,-1,1682.166667,1042.833333,0
1314,320000,MALE,1,2,38,-1,26970.33333,28933.5,0
1315,50000,FEMALE,1,2,36,2,30608,1403.333333,1
1316,300000,FEMALE,2,1,31,-1,2445.333333,12144.16667,0
1317,390000,FEMALE,1,2,29,-1,1563.5,1830.166667,0
1318,90000,FEMALE,2,1,32,-1,749,749,0
1319,240000,MALE,1,1,29,-1,3450.5,2840,0
1320,360000,FEMALE,2,1,43,-1,11674.5,12008.16667,0
1321,60000,MALE,1,2,31,2,59464.5,2084.5,1
1322,100000,FEMALE,2,1,40,2,46673,1933.333333,1
1323,340000,FEMALE,2,2,27,-1,9391.333333,5321.666667,0
1324,450000,MALE,1,2,31,-1,7237.666667,12777,0
1325,160000,MALE,1,2,31,-1,1196.333333,1060.833333,0
1326,280000,MALE,3,1,49,-1,4699.5,4607.5,0
1327,100000,FEMALE,1,1,42,2,48169.16667,1950,1
1328,220000,MALE,2,2,30,2,101800.3333,20119.83333,1
1329,360000,MALE,1,1,37,-1,705.1666667,572.8333333,0
1330,300000,MALE,1,2,41,-1,1215.166667,726.8333333,0
1331,140000,MALE,2,1,45,2,107112.3333,3550,1
1332,400000,FEMALE,2,2,27,-1,345,590,0
1333,80000,FEMALE,1,1,47,-1,18599.66667,18031.66667,0
1334,230000,FEMALE,1,2,28,-1,17138.83333,15391.33333,0
1335,420000,FEMALE,1,1,30,-1,15447.33333,16705.66667,0
1336,300000,MALE,2,2,31,-1,39475.16667,27482.66667,0
1337,130000,FEMALE,1,2,29,-2,285.8333333,385.8333333,1
1338,240000,MALE,2,1,33,-1,3644.833333,2885.833333,0
1339,130000,FEMALE,1,1,36,-1,3442.833333,2894.833333,0
1340,80000,FEMALE,1,1,43,-1,3908.166667,547,0
